"MM33"	"MM42"	"MM23"	"MM41"	"MM32"	"MM39"	"MM9"	"MM38"	"MM6"	"MM3"	"MM14"	"MM15"	"MM13"	"MM24"	"MM4"	"MM40"	"MM19"	"MM20"	"MM28"	"MM25"	"MM17"	"MM1"	"MM35"	"MM26"	"MM16"	"MM29"	"MM10"	"MM7"	"MM21"	"MM2"	"MM5"	"MM18"	"MM8"	"MM34"	"MM22"	"MM31"	"MM27"	"MM37"	"MM30"	"MM11"	"MM36"	"MM12"	"MM45"	"MM43"	"MM44"
"2922076"	0	1	0	3	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	1	0	0	3	0	0	2	0	0	7	0	1	0	0	0	0	0	2	0
"242612"	47	14	57	60	53	6	18	4	25	9	3	11	10	2	3	8	6	21	47	1	18	3	28	0	34	4	1	2	7	16	5	6	14	12	2	25	1	4	2	34	3	14	5	12	1
"4393265"	0	7	2	3	2	2	0	2	1	2	1	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	1	0	0	0	0	0	0	2	0	6	0	6	0	0	3	0	1	1	1
"208645"	15	4	13	18	9	6	5	7	15	5	4	1	1	3	4	8	5	8	12	3	19	2	12	1	15	4	1	0	1	1	3	0	7	6	3	5	1	6	4	6	0	3	1	2	2
"655278"	0	4	0	8	2	4	0	0	3	1	8	0	0	0	3	3	0	2	0	0	0	1	0	1	0	0	0	5	0	2	0	0	1	0	1	3	0	2	0	0	1	0	2	1	1
"4440262"	9	0	1	2	24	0	0	0	0	0	0	11	0	0	0	1	1	0	2	1	15	0	1	0	1	0	0	0	0	0	0	2	8	7	1	0	0	0	1	4	0	5	0	0	0
"532139"	5	0	1	1	13	0	0	0	0	0	0	6	1	3	0	0	1	0	1	0	4	0	4	0	0	1	0	0	2	1	0	1	6	7	2	0	1	0	0	2	0	1	0	0	0
"571363"	4	1	3	4	6	0	0	1	3	0	0	1	2	0	0	1	1	0	4	2	4	0	5	3	0	0	2	0	1	1	1	0	2	3	2	0	0	0	0	1	0	0	1	3	2
"4390387"	21	0	5	8	10	0	4	0	1	2	0	9	7	4	1	0	1	2	7	4	5	2	6	2	1	2	0	0	1	3	3	6	4	17	2	1	2	0	1	2	0	2	0	5	0
"591157"	7	1	7	9	12	3	0	0	8	2	3	4	9	3	7	10	0	1	4	6	2	6	9	1	6	1	1	6	1	3	1	3	3	7	3	11	3	7	0	2	2	2	3	10	7
"854839"	6	7	4	1	6	2	4	2	2	7	4	1	2	0	5	4	1	0	8	4	2	1	2	0	1	1	0	2	1	3	3	1	1	6	5	6	0	1	2	3	5	2	2	5	2
"1119166"	2	2	0	2	8	0	1	0	3	2	1	4	1	0	1	0	0	0	5	2	3	1	17	0	2	0	2	0	2	1	1	0	2	4	0	2	0	1	0	3	0	0	0	3	0
"536176"	2	0	2	0	14	0	0	0	0	0	0	2	1	0	1	0	2	0	2	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0
"218061"	0	0	5	0	0	0	0	0	0	2	139	24	36	0	47	0	5	2	1	0	9	2	0	0	4	24	0	63	0	2	5	1	28	0	43	0	0	0	2	3	0	2	0	0	0
"219551"	1	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0
"207092"	4	1	3	1	5	0	2	0	0	1	0	2	0	0	2	1	1	0	2	2	2	0	0	0	3	1	2	0	1	3	3	1	4	4	4	2	0	2	2	1	0	0	0	1	0
"98911"	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	1	0	4	0	4	3	0	3	1	2	0	0	0	0	0	6	0	2	0	0	0	1	0	0
"254031"	2	2	6	3	1	0	57	0	62	22	27	3	32	0	28	1	5	5	11	4	2	662	11	52	10	29	1042	34	4	5	23	22	10	2	3	8	12	5	9	26	6	12	0	0	0
"4450385"	0	0	0	0	0	0	31	0	7	1	0	0	0	3	1	0	0	0	1	8	0	0	2	1	2	1	1	0	4	3	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0
"94022"	6	0	11	1	5	0	4	0	2	12	0	10	5	20	13	0	24	11	11	82	7	9	5	50	23	56	5	0	37	4	21	19	6	4	33	6	104	3	186	4	0	10	0	0	0
"4439509"	0	0	0	0	0	0	0	0	2	4	1	1	0	0	1	0	1	0	1	0	0	0	0	2	2	0	1	0	0	0	3	1	0	0	0	1	4	0	3	2	1	0	1	0	0
"156580"	6	36	4	44	1	15	5	133	31	27	62	6	4	3	18	36	12	15	16	11	3	43	0	16	2	26	27	22	10	20	30	9	3	0	5	14	15	13	8	7	20	19	28	2	23
"111824"	15	16	9	8	5	5	27	41	125	86	76	15	11	24	111	22	55	23	50	50	23	52	10	142	27	50	182	77	32	102	85	52	17	11	57	21	170	0	79	48	2	37	9	5	4
"4311799"	25	10	76	34	7	7	68	4	236	118	81	68	37	65	104	3	152	230	328	144	143	345	18	75	197	293	162	30	22	94	168	68	46	13	54	27	275	1	93	241	0	145	2	6	4
"4346780"	3	2	1	1	1	0	2	3	3	5	4	1	2	29	4	0	6	4	2	0	3	8	0	3	1	4	0	1	1	3	4	3	1	1	1	2	5	0	6	3	0	9	4	3	1
"114687"	0	0	0	0	0	1	0	0	1	4	1	0	0	0	0	1	2	0	2	0	0	1	0	1	0	3	3	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1001908"	1	0	0	0	0	0	0	0	2	8	0	0	0	0	12	0	3	2	0	0	0	0	0	2	0	0	10	3	1	8	20	0	1	0	4	0	0	0	1	1	0	0	0	0	1
"511916"	1	0	0	2	4	0	1	0	1	0	0	3	4	2	2	0	2	2	3	1	6	0	2	2	4	0	2	1	1	2	2	0	0	0	1	1	3	0	1	1	0	0	0	1	1
"136025"	5	4	1	5	1	2	0	3	2	2	0	0	1	0	1	3	0	0	2	2	0	1	3	1	1	0	1	2	0	1	2	0	2	3	2	1	1	3	4	0	2	0	7	4	2
"749805"	0	0	0	1	0	0	0	4	3	1	5	3	0	0	4	0	1	6	1	0	1	4	0	0	3	0	0	8	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	5
"1863794"	2	0	4	0	0	0	1	0	0	1	1	0	0	11	1	0	1	0	6	3	15	1	8	10	2	0	3	2	16	2	1	6	0	0	1	5	5	0	10	3	0	0	0	0	0
"3532064"	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	4	0	0	2	0	6	1	2	1	0	0	0	0	3	0	3	0	0	1	0	0	2
"617099"	0	0	16	0	0	0	40	0	81	66	51	1	11	0	11	0	0	34	57	1	2	30	0	3	12	27	0	162	0	24	13	1	14	0	45	0	0	0	18	26	0	0	0	0	0
"7346"	0	0	0	0	0	0	5	0	8	5	0	0	0	0	47	1	0	1	0	0	0	0	0	0	0	0	6	3	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3488180"	5	6	1	0	2	1	2	1	8	2	1	83	0	0	17	1	0	0	1	0	0	0	7	0	1	1	1	5	0	4	0	0	7	1	4	4	0	2	0	1	0	6	6	4	0
"278413"	0	0	8	0	0	0	9	0	9	2	142	24	3	0	25	0	1	2	4	0	0	1	0	0	0	0	2	17	1	10	1	0	34	0	2	0	0	0	0	10	0	0	1	0	0
"287560"	0	0	7	0	0	0	17	0	14	5	64	21	1	0	16	0	0	15	0	0	0	0	0	0	4	0	1	32	0	10	0	0	20	0	2	0	0	1	0	1	0	1	0	0	0
"4418009"	98	84	101	1261	47	29	143	85	160	98	346	485	353	160	247	146	245	145	163	179	124	127	14	122	102	217	290	638	233	133	97	295	644	76	426	38	80	204	168	245	56	597	44	6	194
"823479"	0	1	5	10	0	0	0	4	14	0	38	160	21	1	10	3	13	4	1	0	0	2	0	0	2	20	2	19	4	0	3	0	97	1	104	1	1	2	1	37	1	20	1	1	1
"4480952"	5	1	2	1	0	2	1	0	1	3	6	2	5	3	4	19	1	2	2	2	1	0	0	3	4	8	0	6	1	7	5	3	4	1	4	4	4	2	5	2	3	4	1	1	16
"4365229"	0	0	0	3	0	0	4	0	0	0	10	4	5	0	12	0	0	2	1	0	0	0	0	0	2	4	4	10	0	2	2	1	10	0	2	0	1	0	2	1	2	0	0	0	9
"759624"	0	1	13	1	0	5	1	4	0	6	4	103	33	50	1	1	17	3	3	1	27	2	0	2	0	46	0	5	1	1	17	0	186	0	23	4	5	1	2	0	4	33	0	0	31
"4348382"	0	0	0	0	0	0	10	0	1	2	3	1	8	2	18	1	39	195	1	7	0	2	0	0	5	14	31	2	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1
"992035"	175	227	27	266	108	193	134	196	72	107	195	27	78	31	190	457	107	110	60	131	35	33	9	68	65	78	21	109	58	91	220	108	53	67	80	66	134	279	87	78	325	53	165	63	1341
"970028"	7	16	7	35	7	16	11	57	11	9	4	130	141	214	18	38	25	9	2	22	4	104	4	6	9	16	13	18	26	8	32	17	12	4	12	7	10	48	8	27	55	22	16	13	118
"1705765"	1	11	0	4	2	4	13	7	4	0	2	0	3	23	5	2	3	0	1	5	2	5	0	20	0	3	6	10	47	2	2	8	2	0	2	1	1	5	1	6	4	11	6	0	11
"3875675"	2	3	1	2	3	6	1	8	1	0	1	0	8	1	2	5	0	2	1	7	0	3	1	5	3	2	0	3	1	0	4	2	0	3	0	5	4	0	5	1	0	1	5	0	10
"822776"	7	5	66	79	17	11	109	309	203	72	199	1912	579	2632	284	89	650	111	167	492	259	1485	0	2021	78	198	432	366	2493	170	738	1112	425	0	540	5	604	65	462	917	41	721	33	14	221
"589123"	109	34	16	38	48	11	25	64	32	24	7	101	41	28	17	10	24	23	21	16	10	15	11	17	13	8	38	58	31	10	11	21	50	46	19	28	18	13	22	24	21	30	21	5	27
"4372421"	59	83	34	51	15	65	21	132	83	101	91	62	130	122	120	536	57	130	80	175	120	29	2	130	80	147	25	140	124	107	93	170	83	34	117	63	255	31	98	59	92	109	56	44	288
"4473645"	0	0	0	1	0	0	0	0	0	0	9	0	0	0	8	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
"1105574"	74	73	39	71	139	176	63	560	56	68	124	215	251	547	178	268	377	148	47	468	110	146	16	345	123	530	609	376	1213	98	126	529	277	30	311	21	1415	268	381	394	275	170	106	137	1099
"106310"	101	41	22	25	26	24	171	107	284	186	420	44	800	40	614	72	779	428	38	370	12	56	21	46	73	844	603	207	85	228	484	89	788	62	229	17	750	126	802	190	69	53	61	47	398
"849156"	5	1	25	2	0	1	49	13	10	28	48	81	121	196	80	36	88	134	23	404	76	161	0	214	110	391	422	347	208	41	125	217	203	1	218	0	1325	9	305	118	1	17	1	1	104
"819708"	0	0	1	4	0	0	1	5	0	1	0	1	0	2	0	4	0	0	0	4	0	1	0	0	0	0	0	3	2	0	2	0	1	0	0	0	1	0	1	3	2	0	1	0	3
"4445096"	1	4	4	18	0	7	1	45	9	2	8	9	7	11	6	20	11	0	5	20	0	18	1	14	2	2	14	17	25	1	15	7	16	1	2	0	11	9	6	4	6	4	40	0	52
"848937"	10	6	18	18	5	1	13	9	7	43	5	9	9	45	2	1	21	7	26	32	19	4	34	71	14	14	30	6	39	25	4	59	8	4	7	18	38	3	38	10	4	13	1	7	3
"3700608"	5	0	4	2	5	1	2	0	10	8	5	0	2	0	1	0	1	0	2	1	4	0	14	1	0	0	3	7	3	0	0	2	2	2	0	20	2	0	1	2	1	4	0	6	2
"4363537"	4	17	3	3	3	8	7	6	2	5	10	8	1	0	11	3	0	3	2	1	3	4	13	0	0	2	1	17	0	15	3	0	2	0	1	15	1	7	1	3	7	4	7	17	0
"4434375"	0	0	1	0	0	0	0	0	32	0	1	7	3	0	0	0	0	1	0	1	2	0	3	0	0	0	3	1	0	11	0	0	0	0	0	2	0	0	0	4	1	0	0	2	0
"617340"	28	14	5	40	15	0	11	7	11	9	7	1	0	5	11	2	3	3	7	4	1	0	104	8	2	0	12	26	7	8	4	6	3	7	2	15	0	10	4	0	4	5	0	36	2
"4425629"	3	4	0	4	5	8	0	6	1	0	1	0	0	0	3	14	2	0	0	0	0	7	0	0	0	0	2	7	0	1	0	1	0	0	0	3	0	5	0	0	2	0	10	4	2
"4441792"	45	18	3	5	14	3	3	2	4	4	1	3	0	0	2	4	0	2	5	0	0	0	34	3	1	1	8	30	0	4	0	2	2	48	0	139	2	2	4	0	18	5	0	17	2
"4393701"	44	158	5	38	179	158	20	889	6	3	25	1	6	53	7	406	9	7	4	9	3	108	3	13	2	5	11	25	47	10	4	22	11	24	5	29	21	73	6	1	129	2	354	72	84
"135965"	3	0	8	1	0	0	5	0	16	4	12	13	0	20	14	0	7	10	4	11	1	2	0	57	2	31	0	10	2	2	9	8	3	0	5	0	63	0	16	18	0	3	0	0	0
"215229"	19	25	24	75	27	35	14	9	11	23	12	16	13	16	16	13	22	19	18	15	26	18	44	6	12	16	4	7	11	19	11	21	19	21	24	10	10	44	11	16	19	5	19	17	22
"226718"	0	3	0	5	0	6	0	1	1	1	1	0	0	0	1	8	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	3	0	10	0	0	8	0	12	1	8
"4357676"	0	0	6	6	2	1	0	0	0	1	0	5	1	3	0	0	0	3	1	1	2	2	10	0	2	1	0	4	2	2	0	3	2	2	0	2	0	4	0	0	0	0	1	4	1
"219282"	3	9	0	26	1	22	0	15	4	10	8	3	1	1	9	37	1	6	0	2	5	6	0	1	2	2	1	4	2	2	7	2	2	0	4	0	2	7	4	3	6	4	9	1	12
"214584"	4	23	2	36	4	38	9	21	9	18	14	1	4	2	8	40	1	8	2	7	1	10	5	1	3	1	1	12	0	14	3	1	2	9	1	22	2	38	0	6	34	3	37	9	19
"254392"	2	1	0	0	1	0	0	0	0	0	1	1	4	0	0	0	2	4	0	0	3	2	0	0	0	2	0	5	0	5	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0
"114209"	5	4	3	5	8	5	0	3	0	3	0	10	1	3	1	8	2	3	2	0	2	1	1	0	0	1	1	6	4	0	1	2	5	0	0	3	2	4	7	4	0	1	4	0	1
"2216508"	35	167	23	214	5	284	22	133	71	73	92	10	9	8	46	319	5	7	16	15	11	46	11	3	30	27	2	91	5	63	48	12	11	24	10	56	7	200	13	16	224	8	385	51	128
"698517"	6	20	6	16	7	13	12	8	12	13	2	4	4	1	10	22	4	12	6	4	1	15	3	0	6	2	4	19	0	12	12	0	5	1	3	9	1	19	9	4	15	7	25	15	8
"113577"	4	25	0	5	3	11	3	7	7	6	3	0	1	0	4	3	0	4	0	1	0	1	5	0	2	4	2	10	0	3	2	1	3	3	0	11	2	5	0	3	13	0	10	7	3
"207082"	10	4	9	17	12	38	9	5	5	7	6	8	3	3	6	22	3	6	15	7	11	18	4	0	0	6	1	18	6	9	3	6	7	7	5	6	3	21	1	2	36	3	32	2	49
"1908796"	1	0	6	0	0	2	1	2	12	8	51	2	4	0	21	5	6	9	2	3	9	10	0	2	11	23	0	20	1	8	20	3	8	0	4	0	10	3	4	13	0	3	3	1	0
"1125869"	1	1	24	1	0	1	12	0	6	3	0	18	7	3	7	0	13	21	20	2	20	1	1	2	11	9	0	1	0	8	2	2	52	0	21	1	1	0	20	19	1	1	3	1	0
"4413439"	0	1	0	0	0	2	1	2	3	2	1	0	1	0	2	3	1	0	2	0	0	1	0	1	0	1	0	1	0	0	5	0	0	0	0	2	1	4	0	0	2	0	2	3	12
"4254478"	1	7	5	0	2	2	2	0	1	0	1	4	3	3	2	0	1	3	2	4	7	0	0	0	2	0	1	1	2	3	0	1	0	2	6	2	4	1	4	1	0	2	6	2	0
"1139084"	8	1	0	0	1	0	1	0	0	1	1	3	1	0	0	0	5	1	3	1	0	0	8	2	0	0	5	1	2	0	1	1	0	25	2	16	1	3	7	1	0	3	0	10	0
"4305160"	0	0	5	0	0	1	11	0	5	1	2	1	0	2	0	0	1	6	0	0	3	0	0	1	4	2	2	13	1	1	0	0	2	0	4	0	0	0	1	3	0	1	1	0	0
"974797"	0	0	23	0	0	0	18	0	2	4	2	22	49	2	7	0	8	36	29	5	10	0	0	1	18	5	2	3	4	23	11	0	10	0	10	0	24	1	22	10	1	3	0	0	0
"336824"	0	0	1	0	0	0	2	0	0	0	4	8	0	5	3	0	1	3	0	12	1	6	0	0	3	9	0	0	2	0	3	4	6	0	3	0	4	0	5	0	0	0	0	0	0
"110215"	0	0	0	0	0	0	3	0	0	5	8	0	0	20	4	0	0	0	1	0	10	0	0	0	1	0	9	50	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	2
"518380"	24	23	28	21	22	11	9	10	21	20	13	18	11	11	18	15	13	8	14	12	18	4	41	8	12	12	15	22	5	12	17	10	21	22	16	22	7	20	15	17	18	8	27	35	8
"1673321"	10	1	37	4	16	0	26	0	24	27	13	89	87	51	58	1	95	44	44	44	98	17	11	22	60	82	7	22	20	51	32	38	179	3	158	0	46	1	93	63	5	74	5	3	1
"4478148"	0	0	1	0	0	0	4	0	0	1	0	1	4	2	6	0	7	2	0	0	6	0	1	0	2	2	0	5	0	6	1	5	14	0	4	0	1	0	6	6	0	6	0	0	0
"704462"	0	0	2	0	0	0	0	0	0	1	3	2	1	1	7	0	0	2	4	0	7	1	0	0	7	10	0	1	0	2	1	1	3	0	0	1	4	0	3	0	0	0	0	0	0
"4422321"	2	2	31	3	1	5	103	6	45	95	164	53	86	32	129	0	55	133	26	33	10	143	0	15	69	128	66	213	21	100	64	6	40	0	60	0	48	2	72	167	3	86	2	1	10
"556657"	28	7	92	5	5	14	39	14	87	118	447	555	272	408	302	5	466	139	66	642	107	607	0	83	196	467	63	186	182	131	560	280	296	14	578	8	571	13	655	139	4	345	17	3	6
"2881877"	0	3	18	0	2	1	5	1	28	7	11	19	18	6	37	0	10	11	30	6	13	5	0	3	22	29	5	17	4	11	13	3	49	0	27	0	12	2	12	21	1	15	0	1	4
"100791"	0	0	0	0	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	2	0	1	0	0	0	0	2	0	0	1	0	0	0	5
"279576"	0	0	0	0	0	0	4	0	0	0	1	3	3	1	1	0	7	4	1	1	6	3	0	1	3	4	0	2	2	3	2	1	1	0	1	0	6	0	5	0	0	0	0	0	0
"783687"	5	2	310	1	2	11	300	14	243	238	318	637	528	557	442	6	650	243	185	235	367	282	4	241	386	625	44	334	377	284	289	188	537	1	371	2	546	7	320	264	3	222	10	0	10
"4386631"	10	17	20	14	4	23	15	3	17	12	8	13	4	2	20	9	6	16	16	10	7	5	28	1	12	11	3	17	6	14	9	5	16	0	3	18	5	11	0	2	10	4	26	44	18
"672144"	0	0	2	0	0	0	1	0	2	2	2	6	5	4	9	0	8	0	6	5	2	0	0	5	2	2	1	4	11	0	3	2	6	0	5	0	7	0	0	1	0	2	0	0	0
"557756"	0	1	1	0	0	7	2	23	15	4	0	0	0	0	5	1	1	0	19	2	2	0	2	1	10	1	2	0	2	0	1	0	1	0	0	1	0	0	0	7	33	0	0	2	18
"819400"	1	1	2	1	1	0	0	1	1	2	0	3	0	1	0	1	0	0	2	1	1	0	7	1	1	2	0	4	2	1	0	1	2	7	0	0	0	0	1	2	2	0	0	2	1
"4462801"	1	0	3	0	0	0	1	0	2	0	2	1	6	2	3	0	1	1	4	1	6	0	0	0	2	3	0	1	0	5	6	4	10	0	5	1	0	0	11	1	0	4	0	0	0
"1111998"	2	4	3	1	0	3	1	1	3	3	0	0	0	0	0	3	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	7	0	0	1	2	1	0	2	0	2
"4051676"	12	2	4	5	9	3	3	3	2	2	3	7	9	4	3	5	4	0	6	2	5	3	7	1	2	0	5	6	1	4	2	3	9	6	1	5	5	4	1	1	3	2	0	3	0
"205306"	14	3	6	14	16	2	3	0	5	3	0	2	5	5	2	2	5	2	1	4	10	2	6	3	3	3	4	0	2	2	3	1	6	8	6	3	1	1	5	4	3	2	1	2	2
"1123249"	1	0	1	5	2	0	0	0	1	1	1	3	2	1	1	1	1	2	3	0	2	2	1	2	1	2	0	0	0	2	0	0	1	2	2	6	0	3	0	1	1	0	0	1	2
"207133"	9	3	3	3	10	3	4	5	2	2	2	4	1	4	1	1	3	4	6	1	4	4	4	1	2	0	1	0	3	4	6	5	4	5	4	2	1	1	4	0	0	8	4	3	1
"224647"	4	12	6	3	2	10	0	2	1	4	1	0	0	2	3	7	2	0	2	1	8	0	6	2	5	2	1	10	0	5	2	0	2	8	0	6	1	4	3	0	7	2	4	2	1
"207320"	109	79	95	58	72	101	63	47	77	88	35	58	66	28	75	48	57	62	73	56	57	68	272	48	60	53	50	113	40	87	70	77	74	126	34	194	45	179	40	64	128	77	116	156	56
"208009"	1	3	2	0	0	2	5	2	1	1	1	0	0	0	0	0	0	0	1	0	1	0	6	0	1	3	3	1	0	1	0	2	3	1	1	3	1	0	0	2	4	0	1	3	4
"104916"	27	50	31	37	24	40	36	25	37	27	13	51	46	29	48	30	24	40	18	43	47	24	79	19	46	24	24	40	21	26	35	34	49	29	26	61	14	106	24	36	80	55	98	100	39
"4304723"	49	27	33	26	28	47	34	19	36	19	16	21	19	9	28	19	17	16	23	23	17	27	135	25	20	24	17	60	10	40	24	27	34	50	9	81	14	80	13	30	62	28	67	60	21
"3868277"	0	0	1	0	0	4	1	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	2	0	7	0	1
"979598"	0	1	0	0	0	1	0	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1	1	1	0	0	1	0	3	0	1	1	0	3	0	0
"555896"	1	2	0	1	0	0	0	0	3	0	0	0	4	0	0	1	1	2	0	2	0	1	1	1	0	0	2	3	3	0	2	2	3	0	0	1	1	3	1	1	6	4	2	2	8
"702276"	6	1	14	4	6	0	1	3	1	4	0	16	2	5	5	1	6	8	10	3	14	2	2	3	6	2	3	0	6	9	8	3	11	5	10	2	7	3	5	14	0	8	0	0	5
"4463601"	9	2	2	6	9	1	2	0	1	0	0	5	6	6	6	0	10	0	4	2	7	4	26	1	7	2	2	0	2	3	2	2	8	7	3	8	7	0	3	2	0	8	1	11	0
"205301"	18	17	7	15	20	5	5	2	4	2	1	17	4	8	11	3	15	10	6	12	25	8	3	5	7	9	0	1	5	8	4	12	14	10	10	1	8	0	9	5	0	9	2	2	0
"214977"	4	4	4	5	13	4	2	4	5	4	0	5	2	5	2	4	5	0	1	8	13	1	0	3	9	5	1	2	6	16	2	7	5	5	8	2	3	1	10	6	2	3	0	2	1
"224548"	7	9	5	6	13	4	3	10	4	3	5	10	13	7	6	11	6	3	15	6	11	5	8	6	9	7	2	2	7	8	6	3	4	7	11	9	4	11	15	3	2	7	2	3	1
"359864"	4	5	0	3	3	2	4	2	4	5	0	3	4	4	6	0	2	0	3	7	5	5	2	1	9	2	1	1	5	5	2	4	6	8	6	1	3	1	3	0	1	0	0	4	0
"758309"	3	0	3	1	2	0	0	0	1	2	0	1	0	1	0	0	2	2	0	1	3	0	2	0	4	1	1	0	0	0	0	1	1	0	1	0	0	0	5	0	0	1	0	1	0
"253948"	3	2	0	4	11	0	7	1	3	2	1	1	0	0	2	1	0	10	3	0	3	1	7	1	0	0	1	6	1	1	0	2	1	2	4	3	0	4	1	3	1	3	2	0	0
"142384"	4	1	3	0	4	1	2	0	2	3	2	6	4	3	4	2	1	0	5	4	2	3	0	4	3	0	2	2	4	5	1	2	1	2	5	0	0	0	4	4	0	6	0	1	1
"4319212"	5	0	2	3	6	0	1	0	3	2	0	1	3	1	3	1	4	5	5	2	0	1	0	1	4	4	1	0	3	1	0	0	1	3	4	0	0	0	3	0	1	0	0	0	0
"205058"	26	7	27	11	22	1	13	3	2	8	1	18	18	7	14	9	14	8	18	14	19	11	0	11	23	16	4	2	8	23	14	21	22	25	7	1	9	1	18	9	2	13	1	2	0
"765189"	109	59	49	112	71	8	34	18	24	28	20	37	55	41	25	35	63	41	62	49	87	24	5	12	60	55	32	19	49	64	33	52	66	47	46	21	21	13	59	56	9	40	30	3	0
"102799"	254	65	176	129	193	14	122	30	91	91	25	124	135	81	73	50	93	122	153	83	148	109	14	47	146	109	51	57	72	147	81	145	161	129	82	24	32	13	86	85	17	127	38	21	3
"215449"	170	14	91	34	122	1	36	8	30	25	2	82	84	33	67	9	61	49	69	42	78	44	15	39	62	48	26	5	49	71	52	97	104	78	52	17	23	6	60	56	3	82	4	5	3
"538512"	39	2	24	14	42	0	5	1	5	6	0	20	12	10	10	0	14	12	20	11	18	8	1	6	8	10	5	2	6	21	9	7	27	27	8	4	7	2	8	10	1	5	1	1	0
"1104923"	4	1	4	3	3	1	2	0	0	0	0	0	4	0	2	3	3	4	6	1	2	0	0	1	1	3	2	2	0	3	4	6	2	2	2	0	6	0	0	1	0	0	0	0	0
"215492"	23	2	7	7	11	2	6	3	1	2	2	15	5	2	1	1	3	1	7	2	1	8	8	2	3	3	4	3	6	7	5	3	13	9	2	9	1	6	2	3	7	3	10	7	2
"819885"	9	1	5	4	15	0	1	0	0	0	0	7	8	0	1	0	3	0	5	0	7	1	1	0	0	1	0	0	2	0	1	1	6	10	4	1	0	0	1	4	0	0	0	2	0
"926370"	0	0	1	0	0	0	14	0	0	0	1	10	35	53	0	0	63	133	2	23	1	0	0	11	1	3	9	0	0	0	0	0	67	0	11	0	23	0	0	0	0	0	0	0	0
"138840"	2	2	11	1	5	0	1	0	4	1	0	36	3	5	1	0	4	12	27	7	22	1	0	3	4	48	1	0	3	0	4	4	9	0	17	0	29	0	10	18	0	3	2	0	0
"806832"	2	1	335	1	13	0	307	4	248	153	66	12	20	0	25	5	11	214	264	3	194	3	7	7	191	19	7	109	0	72	8	1	34	2	6	3	1	2	7	522	2	113	4	3	0
"4294678"	0	0	0	0	0	0	0	0	0	2	0	3	1	1	0	0	0	0	9	0	5	0	0	2	1	2	0	1	1	0	0	0	1	0	3	0	7	1	2	4	0	0	0	0	0
"359629"	0	0	18	0	0	0	2	0	1	9	5	11	1	6	2	0	2	3	101	6	21	1	0	17	4	5	3	14	45	5	2	7	3	0	8	0	26	1	7	13	0	0	0	1	0
"4449851"	2	0	12	1	1	0	2	0	16	15	24	0	3	18	3	0	2	4	3	5	82	0	1	12	9	27	1	5	4	10	1	0	11	2	2492	0	15	1	8	5	1	0	0	0	0
"704713"	0	0	106	0	0	0	42	0	18	67	40	40	7	27	25	0	14	25	544	32	165	6	0	33	20	32	21	26	58	11	9	17	49	0	13	0	150	0	50	117	0	11	0	0	0
"3944484"	2	0	1	0	29	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	3	0	3	0	0	0	0	6	0	0	0	0
"213493"	0	2	0	4	1	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	3	0	5	0	0	2	0	4	2	0
"1047298"	4	0	1	1	0	0	0	1	8	1	5	0	0	0	0	2	0	1	9	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	1	0
"4408163"	0	3	0	2	0	0	0	1	0	0	1	0	0	0	1	6	1	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	1	1
"1812606"	2	1	3	1	4	1	0	1	2	1	0	2	5	0	2	0	2	7	1	1	1	4	0	1	3	4	0	0	1	3	1	0	2	1	1	0	1	2	0	4	1	0	1	0	0
